country_name,year,iea_ghg_energy,iso3c,iea_ghg_fugitive,iea_ghg_fc,iea_ghg_fc_coal,iea_ghg_fc_oil,iea_ghg_fc_gas
Chinese Taipei,2019,NA,TWN,NA,272.7503314,150.8182254,67.10100426,51.69116649
Chinese Taipei,2020,NA,TWN,NA,271.7662036,148.2305292,64.12230811,56.32588956
Chinese Taipei,2021,NA,TWN,NA,280.8229849,153.5521167,63.14088733,61.04437311
Chinese Taipei,2022,NA,TWN,NA,0,0,0,0
Colombia,1971,33.05402375,COL,4612.654275,28.44136947,6.174544004,18.22757603,2.628954286
Colombia,1972,33.43495928,COL,4525.961553,28.90899773,6.081133004,18.39921774,3.211318837
Colombia,1973,34.63281893,COL,4422.452185,30.21036674,6.496833117,19.22761549,3.327508723
Colombia,1974,36.78097084,COL,4414.49348,32.36647736,7.775779939,20.00736929,3.46209494
Colombia,1975,34.3429566,COL,4281.69344,30.06126316,6.742342713,18.67178426,3.263275489
Colombia,1976,36.14686988,COL,4320.394798,31.82647508,7.392048337,19.56584851,3.478018816
Colombia,1977,37.23811973,COL,4348.647608,32.88947212,7.425783498,20.16080455,3.892492376
Colombia,1978,39.00150886,COL,4062.089355,34.93941951,8.930045868,19.7369341,4.821608968
Colombia,1979,39.1218809,COL,3792.343188,35.32953772,8.954041759,19.70685434,5.199795726
Colombia,1980,40.69072408,COL,3912.859422,36.77786466,8.94630551,20.61359591,5.735515288
Colombia,1981,40.98872324,COL,4085.363455,36.90335978,8.878280839,20.35256045,6.193004595
Colombia,1982,41.68542046,COL,4172.692585,37.51272787,8.603490211,20.71030543,6.677551449
Colombia,1983,44.21722111,COL,4879.4304,39.33779071,8.827143731,21.64473597,7.390875068
Colombia,1984,44.92502349,COL,5078.905885,39.8461176,9.10694162,21.87311138,7.339551562
Colombia,1985,46.90890222,COL,5342.70615,41.56619607,10.26518189,22.38636921,7.365072088
Colombia,1986,48.56078906,COL,6332.80699,42.22798207,11.01481582,22.13129705,7.494294855
Colombia,1987,51.92121632,COL,7201.391945,44.71982437,12.07758638,23.43464126,7.608934696
Colombia,1988,52.35354047,COL,7044.899313,45.30864115,11.21430218,24.76472716,7.63774674
Colombia,1989,54.74481152,COL,7648.73663,47.09607489,12.37917972,25.70698282,7.290642365
Colombia,1990,57.19305013,COL,8513.62666,48.67942347,12.98217206,26.44161448,7.56657384
Colombia,1991,58.51196141,COL,8154.316108,50.3576453,13.43306844,27.50635776,7.80264119
Colombia,1992,60.83045428,COL,8602.663465,52.22779082,13.90175876,29.14186529,7.679005596
Colombia,1993,64.05532391,COL,9072.170102,54.98315381,15.7307089,29.82282247,7.972845958
Colombia,1994,64.8520888,COL,9852.322473,54.99976632,14.80023211,30.78439598,7.888308928
Colombia,1995,69.34587308,COL,11974.51066,57.37136242,14.80860971,32.61392959,8.389363423
Colombia,1996,69.54688464,COL,12429.03915,57.11784548,12.51650429,33.94112152,9.124030798
Colombia,1997,75.98167447,COL,14847.89574,61.13377873,13.16249743,35.54101428,11.4781868
Colombia,1998,77.3289296,COL,15998.8516,61.330078,12.54923635,34.50679217,13.32740077
Colombia,1999,68.95542799,COL,15335.66511,53.61976288,10.48320135,30.60705566,11.51319049
Colombia,2000,71.52905893,COL,15293.86732,56.23519162,12.89625819,29.57394395,12.83999042
Colombia,2001,72.79350929,COL,16184.28227,56.60922702,12.88748628,29.2595252,13.60492381
Colombia,2002,69.61564929,COL,15189.74997,54.42589932,12.16102484,27.8333602,13.55617632
Colombia,2003,69.97371176,COL,16118.37133,53.85534044,12.09183753,27.73316532,13.05094906
Colombia,2004,70.1397758,COL,16343.28233,53.79649348,10.03168271,29.17504526,13.73712431
Colombia,2005,71.74293987,COL,16881.25168,54.8616882,11.11127068,28.45542864,14.42455609
Colombia,2006,71.24205355,COL,17937.42167,53.30463188,10.31360594,29.25208185,12.81799877
Colombia,2007,73.62847069,COL,18712.01528,54.91645541,10.87039747,29.91730558,13.18133572
Colombia,2008,75.09678437,COL,19789.05232,55.30773205,10.56014927,29.94157571,13.842889
Colombia,2009,79.53169864,COL,20886.28203,58.64541661,13.12742996,27.92768918,16.60360852
Colombia,2010,81.83621653,COL,22497.924,59.33829253,11.47696061,29.75682926,17.08245831
Colombia,2011,89.993204,COL,26019.10595,63.97409805,13.38168358,33.73500201,15.85398681
Colombia,2012,91.44040509,COL,27521.98331,63.91842179,10.63115512,35.4928611,16.77013335
Colombia,2013,101.6946066,COL,27556.00774,74.13859884,16.88462216,36.61483634,19.08777393
Colombia,2014,103.9391122,COL,27845.95966,76.0931525,17.39662035,37.53575095,19.62198378
Colombia,2015,104.547993,COL,27230.71783,77.31727519,16.52876885,38.55202095,20.73261498
Colombia,2016,106.2850878,COL,26332.03302,79.95305475,16.62641178,40.74439941,21.12162405
Colombia,2017,97.93370299,COL,25933.63213,72.00007087,13.71394352,37.7423376,19.29333344
Colombia,2018,100.7183506,COL,25011.1421,75.70720855,15.11556358,39.28712124,20.06049698
Colombia,2019,100.4318991,COL,25414.3831,75.01751596,17.66885844,40.30150903,15.75978426
Colombia,2020,91.28627133,COL,17929.40338,73.35686795,17.81943504,36.75961022,17.488137300000002
Colombia,2021,98.59939461,COL,18914.51323,79.68488138,13.77849825,47.49854563,17.17329182
Colombia,2022,97.14466289,COL,18602.53365,78.54212924,13.93615793,46.83081026,16.53052237
Congo,1971,0.8994651016,COG,235.3869076,0.664078194,0,0.577480956,0.004245362
Congo,1972,1.278800907,COG,579.9697975,0.698831109,0,0.610248584,0.0043464590000000004
Congo,1973,2.098243136,COG,1404.301176,0.69394196,0,0.603219288,0.004498104
Congo,1974,2.342708139,COG,1642.048246,0.700659893,0,0.606995668,0.005407741
Congo,1975,2.263295527,COG,1557.213744,0.706081783,0,0.610724661,0.004801159
Congo,1976,2.634673994,COG,1787.8294310000001,0.846844563,0,0.750311639,0.004397007
Congo,1977,2.116554801,COG,1377.973529,0.738581272,0,0.642040604,0.002729144
Congo,1978,2.199392049,COG,1413.935281,0.785456768,0,0.689462569,4.54936e-4
Congo,1979,2.823243692,COG,2061.992739,0.761250953,0,0.663745385,1.51645e-4
Congo,1980,3.312293847,COG,2509.414828,0.80287901800000006,0,0.703606152,0
Congo,1981,3.831080485,COG,2993.568348,0.837512137,0,0.736177367,1.51645e-4
Congo,1982,4.3978406,COG,3480.371989,0.917468611,0,0.814187168,1.01097e-4
Congo,1983,4.978446448,COG,4053.056976,0.925389472,0,0.819801512,1.51645e-4
Congo,1984,5.281282572,COG,4432.06182,0.849220752,0,0.741451465,1.01097e-4
Congo,1985,5.234893728,COG,4351.190064,0.883703664,0,0.773348097,1.01097e-4
Congo,1986,5.246355391,COG,4433.728599,0.812626792,0,0.699757991,0
Congo,1987,5.582726746,COG,4732.100238,0.850626508,0,0.73491068,0
Congo,1988,6.049849369,COG,5244.830559,0.80501881,0,0.686325564,0
Congo,1989,6.6909895,COG,5896.249515,0.794739985,0,0.672991113,0
Congo,1990,7.157542283,COG,6381.772622,0.775769661,0,0.650895584,0
Congo,1991,7.135702245,COG,6311.875816,0.823826429,0,0.695757638,0
Congo,1992,7.423031609,COG,6667.570863,0.755460746,0,0.624223299,0
Congo,1993,6.95869545,COG,6219.041244,0.739654206,0,0.605395887,0
Congo,1994,5.962624446,COG,5436.239195,0.526385251,0,0.395384019,0
Congo,1995,6.743532511,COG,6069.813701,0.67371881,0,0.547051296,0
Congo,1996,7.971888324,COG,7408.954647,0.562933677,0,0.430676371,0
Congo,1997,8.665887965,COG,8207.270719,0.458617246,0,0.32511024,0
Congo,1998,10.02671925,COG,9559.445506,0.467273745,0,0.333740216,0
Congo,1999,10.5079465,COG,10000.81837,0.507128131,0,0.381023824,0
Congo,2000,10.99904364,COG,10403.64793,0.59539571,0,0.507041913,0
Congo,2001,10.52832074,COG,9785.394525,0.742926211,0,0.646055433,0
Congo,2002,7.968538213,COG,7347.857105,0.620681108,0,0.513061437,0
Congo,2003,8.30385448,COG,7420.11536,0.88373912,0,0.73220867,0.032901142
Congo,2004,8.901117163,COG,7975.567606,0.925549557,0,0.757299919,0.038713034
Congo,2005,10.32176062,COG,9321.343586,1.000417038,0,0.814249076,0.045030647
Congo,2006,11.64851899,COG,10365.83862,1.282680376,0,0.994957083,0.04679937
Congo,2007,9.688642539,COG,8404.577124,1.284065415,0,1.075761591,0.041644373
Congo,2008,10.18531646,COG,8606.860219,1.57845624,0,1.347201982,0.049882354
Congo,2009,11.44144288,COG,9648.417034,1.793025843,0,1.489286606,0.107396108
Congo,2010,12.83266205,COG,10755.74647,2.076915585,0,1.666337915,0.198265703
Congo,2011,12.53774415,COG,10042.23024,2.495513911,0,1.83840069,0.289792429
Congo,2012,10.51181269,COG,7832.879923,2.678932763,0,1.872995194,0.419122552
Congo,2013,11.16846189,COG,8182.864805,2.985597083,0,2.173015431,0.416191215
Congo,2014,10.98313323,COG,7882.647235,3.100485998,0,2.250134529,0.444392295
Congo,2015,11.07770083,COG,7433.862326,3.643838505,0,2.228227976,1.009169053
Congo,2016,10.52481922,COG,7065.222254,3.459596967,0,1.883674781,1.155733131
Congo,2017,11.12623498,COG,7806.088609,3.32014637,0,1.670319454,1.215205811
Congo,2018,13.52257954,COG,10081.54326,3.441036281,0,1.619713719,1.380546627
Congo,2019,14.58975388,COG,10514.44752,4.075306358,0,1.691206588,1.93707459
Congo,2020,14.43481787,COG,10358.44908,4.076368789,0,1.600209243,2.022789189
Congo,2021,13.31754345,COG,9135.39144,4.182152006,0,1.631948481,2.090215604
Congo,2022,NA,COG,9104.542124,0,0,0,0
Costa Rica,1971,NA,CRI,NA,1.343074986,0.002506452,1.291324321,0
Costa Rica,1972,NA,CRI,NA,1.498656309,0.002506452,1.44492407,0
Costa Rica,1973,NA,CRI,NA,1.707573802,0.002506452,1.652715562,0
Costa Rica,1974,NA,CRI,NA,1.656265144,0.002506452,1.600814951,0
Costa Rica,1975,NA,CRI,NA,1.821425749,0.002506452,1.764527472,0
Costa Rica,1976,NA,CRI,NA,1.888688214,0.002506452,1.830411116,0
Costa Rica,1977,NA,CRI,NA,2.373232617,0.002506452,2.313090468,0
Costa Rica,1978,NA,CRI,NA,2.542071903,0.002458573,2.479970988,0
Costa Rica,1979,NA,CRI,NA,2.530797856,0.002458573,2.466957588,0
Costa Rica,1980,NA,CRI,NA,2.257048391,0.002458573,2.192586687,0
Costa Rica,1981,NA,CRI,NA,2.114108572,0.002458573,2.048079884,0
Costa Rica,1982,NA,CRI,NA,1.778377724,0.002458573,1.711294825,0
Costa Rica,1983,NA,CRI,NA,1.826561884,0.002458573,1.757375445,0
Costa Rica,1984,NA,CRI,NA,1.948362651,0.002458573,1.875268667,0
Costa Rica,1985,NA,CRI,NA,2.053012009,0.002458573,1.979480103,0
Costa Rica,1986,NA,CRI,NA,2.165482881,0.002458573,2.090740116,0
Costa Rica,1987,NA,CRI,NA,2.316940587,0.002458573,2.240724986,0
Costa Rica,1988,NA,CRI,NA,2.428636359,0.002458573,2.350279026,0
Costa Rica,1989,NA,CRI,NA,2.752013188,0,2.675530432,0
Costa Rica,1990,NA,CRI,NA,2.728320424,0,2.649042894,0
Costa Rica,1991,NA,CRI,NA,2.889877196,0,2.808082864,0
Costa Rica,1992,NA,CRI,NA,3.993664015,0,3.915108263,0
Costa Rica,1993,NA,CRI,NA,3.958680229,0,3.879932216,0
Costa Rica,1994,NA,CRI,NA,4.598819163,0,4.519577882,0
Costa Rica,1995,NA,CRI,NA,4.593759284,0,4.511050258,0
Costa Rica,1996,NA,CRI,NA,4.327054672,0,4.243831016,0
Costa Rica,1997,NA,CRI,NA,4.207384094,0,4.165341795,0
Costa Rica,1998,NA,CRI,NA,4.661584929,0,4.633837863,0
Costa Rica,1999,NA,CRI,NA,4.677610918,0,4.650239804,0
Costa Rica,2000,NA,CRI,NA,4.618996445,0.002500867,4.58138235,0
Costa Rica,2001,NA,CRI,NA,5.046920534,0.125048888,4.880235482,0
Costa Rica,2002,NA,CRI,NA,5.166280716,0.002500867,5.113392418,0
Costa Rica,2003,NA,CRI,NA,5.485025314,0.090035168,5.337085298,0
Costa Rica,2004,NA,CRI,NA,5.534430819,0.005002131,5.419250394,0
Costa Rica,2005,NA,CRI,NA,5.690725443,0.005002131,5.549550789,0
Costa Rica,2006,NA,CRI,NA,6.254969793,0.005002131,6.089295839,0
Costa Rica,2007,NA,CRI,NA,6.94127332,0.062524444,6.73233851,0
Costa Rica,2008,NA,CRI,NA,6.93416826,0.002500867,6.795306068,0
Costa Rica,2009,NA,CRI,NA,6.607712252,0.010003863,6.476239638,0
Costa Rica,2010,NA,CRI,NA,6.851804948,0.002500867,6.723544697,0
Costa Rica,2011,NA,CRI,NA,7.119987614,0.022508593,6.986816042,0
Costa Rica,2012,NA,CRI,NA,7.136217344,0.010003863,7.021718132,0
Costa Rica,2013,NA,CRI,NA,7.448762285,0.020007726,7.323311104,0
Costa Rica,2014,NA,CRI,NA,7.482453739,0.025009857,7.360278569,0
Costa Rica,2015,NA,CRI,NA,7.152764958,0.002500867,7.056646165,0
Costa Rica,2016,NA,CRI,NA,7.766610925,0.001064107,7.7012377,0
Costa Rica,2017,NA,CRI,NA,7.873648288,0.017461775,7.797395592,0
Costa Rica,2018,NA,CRI,NA,7.86787423,0.001129742,7.810635189,0
Costa Rica,2019,NA,CRI,NA,7.715971527,8.41003e-4,7.660088438,0
Costa Rica,2020,NA,CRI,NA,6.788087153,4.03354e-4,6.730590922,0
Costa Rica,2021,NA,CRI,NA,7.660931825,0.054131503,7.550692729,0
Costa Rica,2022,NA,CRI,NA,7.688855232,0.0787752403,7.553976278,0
Croatia,1971,NA,HRV,NA,NA,NA,NA,NA
Croatia,1972,NA,HRV,NA,NA,NA,NA,NA
Croatia,1973,NA,HRV,NA,NA,NA,NA,NA
Croatia,1974,NA,HRV,NA,NA,NA,NA,NA
Croatia,1975,NA,HRV,NA,NA,NA,NA,NA
Croatia,1976,NA,HRV,NA,NA,NA,NA,NA
Croatia,1977,NA,HRV,NA,NA,NA,NA,NA
Croatia,1978,NA,HRV,NA,NA,NA,NA,NA
Croatia,1979,NA,HRV,NA,NA,NA,NA,NA
Croatia,1980,NA,HRV,NA,NA,NA,NA,NA
Croatia,1981,NA,HRV,NA,NA,NA,NA,NA
Croatia,1982,NA,HRV,NA,NA,NA,NA,NA
Croatia,1983,NA,HRV,NA,NA,NA,NA,NA
Croatia,1984,NA,HRV,NA,NA,NA,NA,NA
Croatia,1985,NA,HRV,NA,NA,NA,NA,NA
Croatia,1986,NA,HRV,NA,NA,NA,NA,NA
Croatia,1987,NA,HRV,NA,NA,NA,NA,NA
Croatia,1988,NA,HRV,NA,NA,NA,NA,NA
Croatia,1989,NA,HRV,NA,NA,NA,NA,NA
Croatia,1990,NA,HRV,NA,20.87870297,3.477853243,12.90747528,4.179660719
Croatia,1991,NA,HRV,NA,15.41130057,1.874677064,9.426173006,3.675216895
Croatia,1992,NA,HRV,NA,14.60618926,1.461994286,9.015880508,3.748088093
Croatia,1993,NA,HRV,NA,15.13976933,1.217069197,9.268929606,4.25254187
Croatia,1994,NA,HRV,NA,14.21045906,0.743633284,9.168201912,3.935607652
Croatia,1995,NA,HRV,NA,15.00963404,0.756794652,10.44754952,3.421856711
Croatia,1996,NA,HRV,NA,15.58445118,0.62385854,10.64678609,3.880183323
Croatia,1997,NA,HRV,NA,16.4902854,1.0292529,11.03969147,4.021319691
Croatia,1998,NA,HRV,NA,17.38332768,0.978122523,12.00421,3.998848712
Croatia,1999,NA,HRV,NA,17.94404453,0.877180672,12.72747713,3.946596351
Croatia,2000,NA,HRV,NA,17.23350205,1.75390005,11.11222017,4.009953027
Croatia,2001,NA,HRV,NA,18.30497387,1.948455444,11.54273673,4.40000267
Croatia,2002,NA,HRV,NA,19.37170998,2.350611078,12.03925422,4.589736884
Croatia,2003,NA,HRV,NA,20.79004638,2.626162544,13.25920462,4.462064968
Croatia,2004,NA,HRV,NA,20.17237771,2.799469709,12.21153509,4.720941213
Croatia,2005,NA,HRV,NA,20.54159347,2.76409518,12.7601992,4.554328198
Croatia,2006,NA,HRV,NA,20.55763781,2.568559266,13.04311064,4.515199563
Croatia,2007,NA,HRV,NA,21.80157257,2.782477241,13.37239844,5.217431331
Croatia,2008,NA,HRV,NA,20.7526792,2.852046439,12.47735679,4.980677378
Croatia,2009,NA,HRV,NA,19.66038451,2.043181115,12.40816107,4.746716683
Croatia,2010,NA,HRV,NA,18.86678088,2.745337749,10.55386136,5.084066035
Croatia,2011,NA,HRV,NA,18.55553037,2.825432389,10.47132949,4.804463586
Croatia,2012,NA,HRV,NA,16.96817415,2.531881723,9.71082382,4.239127351
Croatia,2013,NA,HRV,NA,16.46807638,2.706524563,9.07878254,4.196639157
Croatia,2014,NA,HRV,NA,15.55490831,2.595207837,8.964698996,3.551129135
Croatia,2015,NA,HRV,NA,16.03619283,2.425346811,9.41684597,3.700896102
Croatia,2016,NA,HRV,NA,16.39306674,2.609567619,9.352633104,3.947980648
Croatia,2017,NA,HRV,NA,16.70566343,1.582501144,9.993840459,4.649230897
Croatia,2018,NA,HRV,NA,15.79376696,1.472014112,9.504253832,4.294943482
Croatia,2019,NA,HRV,NA,15.91401679,1.694730941,9.180752803,4.469595634
Croatia,2020,NA,HRV,NA,14.97745179,1.452919002,8.083762754,4.791484235
Croatia,2021,NA,HRV,NA,15.7037961,1.666370406,8.485597282,4.823618539
Croatia,2022,NA,HRV,NA,16.23696628,1.661761485,9.548715108,4.324623352
Cuba,1971,21.28754934,CUB,32.7380305,21.25481131,0.409676197,20.49709523,0.076759543
Cuba,1972,20.67611444,CUB,32.9616688,20.64315277,0.461994923,19.86077808,0.079677671
Cuba,1973,22.17644481,CUB,39.1115525,22.13733326,0.328373267,21.47748623,0.08155729
Cuba,1974,24.05070971,CUB,46.31686,24.00439285,0.282416105,23.3189419,0.143734235
Cuba,1975,24.70635551,CUB,55.2121,24.65114341,0.324668486,23.84780445,0.209538065
Cuba,1976,25.66576164,CUB,58.38944,25.6073722,0.286160993,24.7815248,0.274018055
Cuba,1977,28.03483685,CUB,62.1724825,27.97266437,0.317122976,27.18499705,0.186168044
Cuba,1978,30.32943041,CUB,67.8906625,30.26153974,0.377377238,29.35324666,0.213749493
Cuba,1979,30.3075433,CUB,69.1612775,30.23838203,0.330800567,29.46091166,0.12619258
Cuba,1980,31.09348616,CUB,67.57447,31.02591168,0.4031682,30.18466448,0.141241925
Cuba,1981,31.00768855,CUB,64.48223,30.94320632,0.419208588,30.06117292,0.144526866
Cuba,1982,31.18392992,CUB,108.139885,31.07579003,0.514036032,30.11086669,0.129819406
Cuba,1983,33.90527053,CUB,142.058845,33.76321169,0.398156843,32.91517047,0.133908114
Cuba,1984,35.36343695,CUB,131.067642,35.23236931,0.461669755,34.28757819,0.154069537
Cuba,1985,32.87282565,CUB,137.781011,32.73504464,0.516808817,31.77239362,0.13536738
Cuba,1986,33.48292873,CUB,152.894387,33.33003434,0.489333468,32.37561864,0.147674393
Cuba,1987,35.33151144,CUB,155.551125,35.17596031,0.464604606,34.25978866,0.134564221
Cuba,1988,37.27438017,CUB,126.7548275,37.14762535,0.438237242,36.21267116,0.14088408
Cuba,1989,38.56897141,CUB,128.0909575,38.44088045,0.228229445,37.6527271,0.140148065
Cuba,1990,34.95290123,CUB,119.7011225,34.8332001,0.591660765,33.62336797,0.146792043
Cuba,1991,27.24997407,CUB,93.28099,27.15669308,0.394605352,26.21134704,0.135172681
Cuba,1992,21.93619812,CUB,144.8651775,21.79133295,0.18300365,21.03447627,0.147521175
Cuba,1993,20.24138762,CUB,179.497935,20.06188969,0.217272314,19.38383958,0.14793615
Cuba,1994,21.7690904,CUB,200.1249025,21.5689655,0.291407974,20.81948079,0.156099284
Cuba,1995,23.05652034,CUB,231.0535375,22.8254668,0.264791146,22.13683635,0.17229148
Cuba,1996,25.17029177,CUB,331.1024675,24.8391893,0.049268153,24.32811463,0.166011446
Cuba,1997,27.17869589,CUB,335.6721475,26.84302374,0.097758665,26.28648843,0.1760797
Cuba,1998,26.93783709,CUB,483.313145,26.45452395,0.114530218,25.75780895,0.33601248
Cuba,1999,27.9398288,CUB,610.8422475,27.32898656,0.127963476,25.96325101,0.965727114
Cuba,2000,28.49598901,CUB,725.7316075,27.77025741,0.113802508,26.25237987,1.1284222800000001
Cuba,2001,27.66309797,CUB,772.09297,26.891005,0.072589366,25.3698859,1.169285431
Cuba,2002,26.49546195,CUB,882.866925,25.61259502,0.109812829,24.12200293,1.148274124
Cuba,2003,25.76558688,CUB,922.2134475,24.84337344,0.092605931,23.25824953,1.290222182
Cuba,2004,25.41622816,CUB,858.72592,24.55750224,0.095901132,22.89081593,1.376636181
Cuba,2005,26.13933469,CUB,798.5905725,25.34074412,0.081555595,23.66267882,1.447176387
Cuba,2006,26.57123735,CUB,864.483485,25.70675386,0.029386642,23.45129969,2.098308785
Cuba,2007,27.44294151,CUB,873.6934,26.56924811,0.079824732,24.03932336,2.333477896
Cuba,2008,26.58319085,CUB,874.3827925,25.70880806,0.095684005,23.2940525,2.211745664
Cuba,2009,26.84270341,CUB,841.0458375,26.00165758,0.093040861,23.5899819,2.201082009
Cuba,2010,28.06612713,CUB,768.0200025,27.298107130000002,0.081338466,25.08363082,2.043873311
Cuba,2011,27.55135588,CUB,747.943135,26.80341274,0.01412841,24.72251663,1.953117927
Cuba,2012,28.64652006,CUB,742.85282,27.90366724,0.01655375,25.7925468,1.972829159
Cuba,2013,28.84499524,CUB,763.4908775,28.08150437,0.03722196,25.8973824,2.03429497
Cuba,2014,26.89504165,CUB,857.240745,26.03780091,0.005503414,23.62078682,2.281866334
Cuba,2015,29.46019166,CUB,822.0884075,28.63810325,0.021362687000000002,26.12123054,2.362614407
Cuba,2016,27.33370255,CUB,694.549965,26.63915258,0.008146557,24.27799861,2.25224157
Cuba,2017,26.42398216,CUB,579.531045,25.84445111,0.010982257,23.70329069,1.999936106
Cuba,2018,26.7879214,CUB,579.815855,26.20810555,0.014544006,24.19861885,1.84699309
Cuba,2019,24.55229828,CUB,547.0963675,24.00520191,0.007262312,22.05727191,1.810824188
Cuba,2020,21.6454453,CUB,481.861605,21.16358369,0.00587438,19.31544739,1.706766741
Cuba,2021,21.22947694,CUB,517.74419,20.71173275,0.005521555,19.34886207,1.251757229
Cuba,2022,NA,CUB,514.30759,0,0,0,0
Curaçao,1971,NA,CUW,NA,14.5864347,0,14.5864347,0
Curaçao,1972,NA,CUW,NA,14.18319613,0,14.18319613,0
Curaçao,1973,NA,CUW,NA,15.68166572,0,15.68166572,0
Curaçao,1974,NA,CUW,NA,14.19074646,0,14.19074646,0
Curaçao,1975,NA,CUW,NA,10.24996178,0,10.24996178,0
Curaçao,1976,NA,CUW,NA,10.90736769,0,10.90736769,0
Curaçao,1977,NA,CUW,NA,11.04210385,0,11.04210385,0
Curaçao,1978,NA,CUW,NA,9.333421111,0,9.333421111,0
Curaçao,1979,NA,CUW,NA,9.241119677,0,9.241119677,0
Curaçao,1980,NA,CUW,NA,8.734758091,0,8.734758091,0
Curaçao,1981,NA,CUW,NA,8.094895662,0,8.094895662,0
Curaçao,1982,NA,CUW,NA,7.342329305,0,7.342329305,0
Curaçao,1983,NA,CUW,NA,6.872665227,0,6.872665227,0
Curaçao,1984,NA,CUW,NA,6.734068347,0,6.734068347,0
Curaçao,1985,NA,CUW,NA,4.533197295,0,4.533197295,0
Curaçao,1986,NA,CUW,NA,4.327623158,0,4.327623158,0
Curaçao,1987,NA,CUW,NA,3.995366655,0,3.995366655,0
Curaçao,1988,NA,CUW,NA,3.488112837,0,3.488112837,0
Curaçao,1989,NA,CUW,NA,2.981943657,0,2.981943657,0
Curaçao,1990,NA,CUW,NA,2.690514474,0,2.690514474,0
Curaçao,1991,NA,CUW,NA,2.791669848,0,2.791669848,0
Curaçao,1992,NA,CUW,NA,2.889087058,0,2.889087058,0
Curaçao,1993,NA,CUW,NA,2.346292374,0,2.346292374,0
Curaçao,1994,NA,CUW,NA,2.655214913,0,2.655214913,0
Curaçao,1995,NA,CUW,NA,2.661452941,0,2.661452941,0
Curaçao,1996,NA,CUW,NA,2.689463605,0,2.689463605,0
Curaçao,1997,NA,CUW,NA,5.293869798,0,5.293869798,0
Curaçao,1998,NA,CUW,NA,5.473729677,0,5.473729677,0
Curaçao,1999,NA,CUW,NA,5.438614514,0,5.438614514,0
Curaçao,2000,NA,CUW,NA,5.660034278,0,5.660034278,0
Curaçao,2001,NA,CUW,NA,5.649366271,0,5.649366271,0
Curaçao,2002,NA,CUW,NA,5.409724634,0,5.409724634,0
Curaçao,2003,NA,CUW,NA,5.426306619,0,5.426306619,0
Curaçao,2004,NA,CUW,NA,5.629870718,0,5.629870718,0
Curaçao,2005,NA,CUW,NA,5.907261528,0,5.907261528,0
Curaçao,2006,NA,CUW,NA,5.775216384,0,5.775216384,0
Curaçao,2007,NA,CUW,NA,6.254487753,0,6.254487753,0
Curaçao,2008,NA,CUW,NA,6.192855169,0,6.192855169,0
Curaçao,2009,NA,CUW,NA,5.87061332,0,5.87061332,0
Curaçao,2010,NA,CUW,NA,4.276481969,0,4.276481969,0
Curaçao,2011,NA,CUW,NA,5.515809987,0,5.515809987,0
Curaçao,2012,NA,CUW,NA,5.59854115,0,5.59854115,0
Curaçao,2013,NA,CUW,NA,5.128462268,0,5.128462268,0
Curaçao,2014,NA,CUW,NA,5.660780924,0,5.660780924,0
Curaçao,2015,NA,CUW,NA,5.733904452,0,5.733904452,0
Curaçao,2016,NA,CUW,NA,4.964080069,0,4.964080069,0
Curaçao,2017,NA,CUW,NA,4.000923308,0,4.000923308,0
Curaçao,2018,NA,CUW,NA,3.222899061,0,3.222899061,0
Curaçao,2019,NA,CUW,NA,2.49642488,0,2.49642488,0
Curaçao,2020,NA,CUW,NA,2.043263905,0,2.043263905,0
Curaçao,2021,NA,CUW,NA,2.230933893,0,2.230933893,0
Curaçao,2022,NA,CUW,NA,0,0,0,0
Cyprus,1971,NA,CYP,NA,1.76537118,0,1.764276428,0
Cyprus,1972,NA,CYP,NA,2.194470358,0.002697138,2.190678468,0
Cyprus,1973,NA,CYP,NA,2.301421436,0,2.300326684,0
Cyprus,1974,NA,CYP,NA,1.754157865,0,1.753802094,0
Cyprus,1975,NA,CYP,NA,1.6745600919999999,0,1.673887612,0
Cyprus,1976,NA,CYP,NA,1.957412904,0,1.956494097,0
Cyprus,1977,NA,CYP,NA,2.134954849,0,2.134036041,0
Cyprus,1978,NA,CYP,NA,2.255135323,0,2.254181319,0
Cyprus,1979,NA,CYP,NA,2.451324813,0,2.450335625,0
Cyprus,1980,NA,CYP,NA,2.597496649,0,2.596824169,0
Cyprus,1981,NA,CYP,NA,2.550690171,0,2.55005289,0
Cyprus,1982,NA,CYP,NA,2.595196455,0,2.594559173,0
Cyprus,1983,NA,CYP,NA,2.64610986,0,2.645507761,0
Cyprus,1984,NA,CYP,NA,2.766255896,0.127850593,2.637680034,0
Cyprus,1985,NA,CYP,NA,2.793141632,0.181941197,2.610457573,0
Cyprus,1986,NA,CYP,NA,3.063583345,0.135226312,2.927614172,0
Cyprus,1987,NA,CYP,NA,3.629065805,0.371258115,3.257100027,0
Cyprus,1988,NA,CYP,NA,3.684440065,0.223738139,3.460064645,0
Cyprus,1989,NA,CYP,NA,3.8508488,0.25078364,3.599427877,0
Cyprus,1990,NA,CYP,NA,3.962710191,0.255591464,3.706463839,0
Cyprus,1991,NA,CYP,NA,4.521116798,0.255591464,4.26495842,0
Cyprus,1992,NA,CYP,NA,4.837697756,0.068508888,4.768628996,0
Cyprus,1993,NA,CYP,NA,5.033171755,0.081683919,4.950931485,0
Cyprus,1994,NA,CYP,NA,5.241228238,0.071143814,5.168516955,0
